,1.imp.prs.pl,1.ind.prs.pl,1.ind.prs.sg,1.prs.pl.sbjv,1.sg.prs.cond,1.sg.prs.sbjv,2.ind.pl.pst,2.ind.sg.pst,2.pl.pst.sbjv,2.prs.cond.pl,2.sg.prs.cond,2.sg.pst.sbjv,3.ind.fut.pl,3.ind.fut.sg,3.pl.pst.sbjv,3.prs.pl.sbjv,3.sg.pst.sbjv,imp.prs.2.sg,ind.1.pl.ipfv,ind.1.pst.sg,ind.1.sg.ipfv,ind.3.pl.ipfv,ind.3.pl.pst,ind.3.prs.pl,ind.3.prs.sg,ind.3.sg.ipfv,ind.3.sg.pst,ind.fut.1.pl,ind.fut.1.sg,ind.fut.pl.2,ind.fut.sg.2,ind.pl.2.ipfv,ind.prs.2.sg,ind.sg.2.ipfv,inf,m.ptcp.pl.pst,m.ptcp.sg.pst,pl.1.prs.cond,pl.1.pst.sbjv,pl.3.prs.cond,pl.imp.prs.2,pl.ind.1.pst,pl.ind.prs.2,pl.prs.2.sbjv,ptcp.pl.pst.f,ptcp.prs,ptcp.sg.pst.f,sg.1.pst.sbjv,sg.3.prs.cond,sg.3.prs.sbjv,sg.prs.2.sbjv,stem
surfacturer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['syʁfaktyʁ']
surfer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['sœʁf']
surfleurir,"['s', 'ɔ̃']","['s', 'ɔ̃']",[''],['sjɔ̃'],['ʁE'],['s'],['t'],[''],['sje'],['ʁje'],['ʁE'],['s'],"['ʁ', 'ɔ̃']",['ʁa'],['s'],['s'],[''],[''],['sjɔ̃'],[''],['sE'],['sE'],['ʁ'],['s'],[''],['sE'],[''],"['ʁ', 'ɔ̃']",['ʁE'],"['ʁ', 'e']",['ʁa'],['sje'],[''],['sE'],['ʁ'],[''],[''],['ʁjɔ̃'],['sjɔ̃'],['ʁE'],"['s', 'e']",['m'],"['s', 'e']",['sje'],[''],['sɑ̃'],[''],['s'],['ʁE'],['s'],['s'],['syʁflØʁi']
surgeler,"['ə', 'ɔ̃']","['ə', 'ɔ̃']",['ɛ'],"['ə', 'jɔ̃']","['ɛ', 'əʁE']",['ɛ'],"['ə', 'at']","['ə', 'a']","['ə', 'asje']","['ɛ', 'əʁje']","['ɛ', 'əʁE']","['ə', 'as']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁa']","['ə', 'as']",['ɛ'],"['ə', 'a']",['ɛ'],"['ə', 'jɔ̃']","['ə', 'E']","['ə', 'E']","['ə', 'E']","['ə', 'Eʁ']",['ɛ'],['ɛ'],"['ə', 'E']","['ə', 'a']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ɛ', 'əʁ', 'e']","['ɛ', 'əʁa']","['ə', 'je']",['ɛ'],"['ə', 'E']","['ə', 'e']","['ə', 'e']","['ə', 'e']","['ɛ', 'əʁjɔ̃']","['ə', 'asjɔ̃']","['ɛ', 'əʁE']","['ə', 'e']","['ə', 'am']","['ə', 'e']","['ə', 'je']","['ə', 'e']","['ə', 'ɑ̃']","['ə', 'e']","['ə', 'as']","['ɛ', 'əʁE']",['ɛ'],['ɛ'],"['syʁʒ', 'l']"
surgir,"['s', 'ɔ̃']","['s', 'ɔ̃']",[''],['sjɔ̃'],['ʁE'],['s'],['t'],[''],['sje'],['ʁje'],['ʁE'],['s'],"['ʁ', 'ɔ̃']",['ʁa'],['s'],['s'],[''],[''],['sjɔ̃'],[''],['sE'],['sE'],['ʁ'],['s'],[''],['sE'],[''],"['ʁ', 'ɔ̃']",['ʁE'],"['ʁ', 'e']",['ʁa'],['sje'],[''],['sE'],['ʁ'],[''],[''],['ʁjɔ̃'],['sjɔ̃'],['ʁE'],"['s', 'e']",['m'],"['s', 'e']",['sje'],[''],['sɑ̃'],[''],['s'],['ʁE'],['s'],['s'],['syʁʒi']
suriner,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['syʁin']
surinvestir,"['s', 'ɔ̃']","['s', 'ɔ̃']",[''],['sjɔ̃'],['ʁE'],['s'],['t'],[''],['sje'],['ʁje'],['ʁE'],['s'],"['ʁ', 'ɔ̃']",['ʁa'],['s'],['s'],[''],[''],['sjɔ̃'],[''],['sE'],['sE'],['ʁ'],['s'],[''],['sE'],[''],"['ʁ', 'ɔ̃']",['ʁE'],"['ʁ', 'e']",['ʁa'],['sje'],[''],['sE'],['ʁ'],[''],[''],['ʁjɔ̃'],['sjɔ̃'],['ʁE'],"['s', 'e']",['m'],"['s', 'e']",['sje'],[''],['sɑ̃'],[''],['s'],['ʁE'],['s'],['s'],['syʁɛ̃vɛsti']
surir,"['s', 'ɔ̃']","['s', 'ɔ̃']",[''],['sjɔ̃'],['ʁE'],['s'],['t'],[''],['sje'],['ʁje'],['ʁE'],['s'],"['ʁ', 'ɔ̃']",['ʁa'],['s'],['s'],[''],[''],['sjɔ̃'],[''],['sE'],['sE'],['ʁ'],['s'],[''],['sE'],[''],"['ʁ', 'ɔ̃']",['ʁE'],"['ʁ', 'e']",['ʁa'],['sje'],[''],['sE'],['ʁ'],[''],[''],['ʁjɔ̃'],['sjɔ̃'],['ʁE'],"['s', 'e']",['m'],"['s', 'e']",['sje'],[''],['sɑ̃'],[''],['s'],['ʁE'],['s'],['s'],['syʁi']
surligner,['ɔ̃'],['ɔ̃'],[''],['ɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['ɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['e'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['e'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['syʁliɲ']
surmener,"['ə', 'ɔ̃']","['ə', 'ɔ̃']",['ɛ'],"['ə', 'jɔ̃']","['ɛ', 'əʁE']",['ɛ'],"['ə', 'at']","['ə', 'a']","['ə', 'asje']","['ɛ', 'əʁje']","['ɛ', 'əʁE']","['ə', 'as']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁa']","['ə', 'as']",['ɛ'],"['ə', 'a']",['ɛ'],"['ə', 'jɔ̃']","['ə', 'E']","['ə', 'E']","['ə', 'E']","['ə', 'Eʁ']",['ɛ'],['ɛ'],"['ə', 'E']","['ə', 'a']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ɛ', 'əʁ', 'e']","['ɛ', 'əʁa']","['ə', 'je']",['ɛ'],"['ə', 'E']","['ə', 'e']","['ə', 'e']","['ə', 'e']","['ɛ', 'əʁjɔ̃']","['ə', 'asjɔ̃']","['ɛ', 'əʁE']","['ə', 'e']","['ə', 'am']","['ə', 'e']","['ə', 'je']","['ə', 'e']","['ə', 'ɑ̃']","['ə', 'e']","['ə', 'as']","['ɛ', 'əʁE']",['ɛ'],['ɛ'],"['syʁm', 'n']"
surmonter,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['syʁmɔ̃t']
surnager,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['syʁnaʒ']
surnommer,"['O', 'ɔ̃']","['O', 'ɔ̃']",['ɔ'],"['O', 'jɔ̃']","['ɔ', 'əʁE']",['ɔ'],"['O', 'at']","['O', 'a']","['O', 'asje']","['ɔ', 'əʁje']","['ɔ', 'əʁE']","['O', 'as']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁa']","['O', 'as']",['ɔ'],"['O', 'a']",['ɔ'],"['O', 'jɔ̃']","['O', 'E']","['O', 'E']","['O', 'E']","['O', 'Eʁ']",['ɔ'],['ɔ'],"['O', 'E']","['O', 'a']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['ɔ', 'əʁ', 'e']","['ɔ', 'əʁa']","['O', 'je']",['ɔ'],"['O', 'E']","['O', 'e']","['O', 'e']","['O', 'e']","['ɔ', 'əʁjɔ̃']","['O', 'asjɔ̃']","['ɔ', 'əʁE']","['O', 'e']","['O', 'am']","['O', 'e']","['O', 'je']","['O', 'e']","['O', 'ɑ̃']","['O', 'e']","['O', 'as']","['ɔ', 'əʁE']",['ɔ'],['ɔ'],"['syʁn', 'm']"
suroxygéner,"['E', 'ɔ̃']","['E', 'ɔ̃']",['ɛ'],"['E', 'jɔ̃']","['ɛ', 'əʁE']",['ɛ'],"['E', 'at']","['E', 'a']","['E', 'asje']","['ɛ', 'əʁje']","['ɛ', 'əʁE']","['E', 'as']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁa']","['E', 'as']",['ɛ'],"['E', 'a']",['ɛ'],"['E', 'jɔ̃']","['E', 'E']","['E', 'E']","['E', 'E']","['E', 'Eʁ']",['ɛ'],['ɛ'],"['E', 'E']","['E', 'a']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ɛ', 'əʁ', 'e']","['ɛ', 'əʁa']","['E', 'je']",['ɛ'],"['E', 'E']","['E', 'e']","['E', 'e']","['E', 'e']","['ɛ', 'əʁjɔ̃']","['E', 'asjɔ̃']","['ɛ', 'əʁE']","['E', 'e']","['E', 'am']","['E', 'e']","['E', 'je']","['E', 'e']","['E', 'ɑ̃']","['E', 'e']","['E', 'as']","['ɛ', 'əʁE']",['ɛ'],['ɛ'],"['syʁOksiʒ', 'n']"
surpasser,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['syʁpas']
surpeupler,['ɔ̃'],['ɔ̃'],[''],"['i', 'jɔ̃']",['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],"['i', 'jɔ̃']",['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],"['i', 'je']",[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],"['i', 'je']",['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['syʁpØpl']
surplomber,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['syʁplɔ̃b']
surprendre,"['ən', 'ɔ̃']","['ən', 'ɔ̃']",['ɑ̃'],"['ən', 'jɔ̃']",['ɑ̃dʁE'],['ɛn'],['it'],['i'],['isje'],"['ɑ̃dʁi', 'je']",['ɑ̃dʁE'],['is'],"['ɑ̃dʁ', 'ɔ̃']",['ɑ̃dʁa'],['is'],['ɛn'],['i'],['ɑ̃'],"['ən', 'jɔ̃']",['i'],['ənE'],['ənE'],['iʁ'],['ɛn'],['ɑ̃'],['ənE'],['i'],"['ɑ̃dʁ', 'ɔ̃']",['ɑ̃dʁE'],['ɑ̃dʁe'],['ɑ̃dʁa'],"['ən', 'je']",['ɑ̃'],['ənE'],['ɑ̃dʁ'],['i'],['i'],"['ɑ̃dʁi', 'jɔ̃']",['isjɔ̃'],['ɑ̃dʁE'],"['ən', 'e']",['im'],"['ən', 'e']","['ən', 'je']",['iz'],['ənɑ̃'],['iz'],['is'],['ɑ̃dʁE'],['ɛn'],['ɛn'],['syʁpʁ']
surprotéger,"['E', 'ɔ̃']","['E', 'ɔ̃']",['ɛ'],"['E', 'jɔ̃']","['ɛ', 'əʁE']",['ɛ'],"['E', 'at']","['E', 'a']","['E', 'asje']","['ɛ', 'əʁje']","['ɛ', 'əʁE']","['E', 'as']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁa']","['E', 'as']",['ɛ'],"['E', 'a']",['ɛ'],"['E', 'jɔ̃']","['E', 'E']","['E', 'E']","['E', 'E']","['E', 'Eʁ']",['ɛ'],['ɛ'],"['E', 'E']","['E', 'a']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ɛ', 'əʁ', 'e']","['ɛ', 'əʁa']","['E', 'je']",['ɛ'],"['E', 'E']","['E', 'e']","['E', 'e']","['E', 'e']","['ɛ', 'əʁjɔ̃']","['E', 'asjɔ̃']","['ɛ', 'əʁE']","['E', 'e']","['E', 'am']","['E', 'e']","['E', 'je']","['E', 'e']","['E', 'ɑ̃']","['E', 'e']","['E', 'as']","['ɛ', 'əʁE']",['ɛ'],['ɛ'],"['syʁpʁOt', 'ʒ']"
sursauter,"['O', 'ɔ̃']","['O', 'ɔ̃']",['ɔ'],"['O', 'jɔ̃']","['ɔ', 'əʁE']",['ɔ'],"['O', 'at']","['O', 'a']","['O', 'asje']","['ɔ', 'əʁje']","['ɔ', 'əʁE']","['O', 'as']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁa']","['O', 'as']",['ɔ'],"['O', 'a']",['ɔ'],"['O', 'jɔ̃']","['O', 'E']","['O', 'E']","['O', 'E']","['O', 'Eʁ']",['ɔ'],['ɔ'],"['O', 'E']","['O', 'a']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['ɔ', 'əʁ', 'e']","['ɔ', 'əʁa']","['O', 'je']",['ɔ'],"['O', 'E']","['O', 'e']","['O', 'e']","['O', 'e']","['ɔ', 'əʁjɔ̃']","['O', 'asjɔ̃']","['ɔ', 'əʁE']","['O', 'e']","['O', 'am']","['O', 'e']","['O', 'je']","['O', 'e']","['O', 'ɑ̃']","['O', 'e']","['O', 'as']","['ɔ', 'əʁE']",['ɔ'],['ɔ'],"['syʁs', 't']"
surseoir,"['waE', 'jɔ̃']","['waE', 'jɔ̃']","['wa', 'jE']","['waE', 'jɔ̃']","['jwa', 'jwaEʁ', 'E']","['waE', 'j']",['it'],['i'],"['is', 'je']","['jwa', 'jwaEʁje']","['jwa', 'jwaEʁ', 'E']",['is'],"['jwa', 'jwaEʁ', 'ɔ̃']","['jwa', 'jwaEʁa']",['is'],"['waE', 'j']",['i'],"['wa', 'jE']","['waE', 'jɔ̃']",['i'],"['waE', 'jE']","['waE', 'jE']","['i', 'ʁ']","['waE', 'j']","['wa', 'jE']","['waE', 'jE']",['i'],"['jwa', 'jwaEʁ', 'ɔ̃']","['jwa', 'jwaEʁ', 'E']","['jwa', 'jwaEʁ', 'e']","['jwa', 'jwaEʁa']","['waE', 'je']","['wa', 'jE']","['waE', 'jE']","['wa', 'ʁ']",['i'],['i'],"['wa', 'ʁjɔ̃']","['is', 'jɔ̃']","['jwa', 'jwaEʁ', 'E']","['waE', 'je']",['im'],"['waE', 'je']","['waE', 'je']",['iz'],"['waE', 'jɑ̃']",['iz'],['is'],"['jwa', 'jwaEʁ', 'E']","['waE', 'j']","['waE', 'j']",['syʁs']
surtaxer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['syʁtaks']
surveiller,['ɔ̃'],['ɔ̃'],[''],['ɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['ɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['e'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['e'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['syʁvEj']
survenir,"['ə', 'n', 'ɔ̃']","['ə', 'n', 'ɔ̃']",['jɛ̃'],"['ə', 'n', 'jɔ̃']",['jɛ̃dʁE'],['jɛn'],['ɛ̃t'],['ɛ̃'],"['ɛ̃s', 'je']",['jɛ̃dʁije'],['jɛ̃dʁE'],['ɛ̃s'],"['jɛ̃dʁ', 'ɔ̃']",['jɛ̃dʁa'],['ɛ̃s'],['jɛn'],['ɛ̃'],['jɛ̃'],"['ə', 'n', 'jɔ̃']",['ɛ̃'],"['ə', 'n', 'E']","['ə', 'n', 'E']","['ɛ̃', 'ʁ']",['jɛn'],['jɛ̃'],"['ə', 'n', 'E']",['ɛ̃'],"['jɛ̃dʁ', 'ɔ̃']",['jɛ̃dʁE'],"['jɛ̃dʁ', 'e']",['jɛ̃dʁa'],"['ə', 'n', 'je']",['jɛ̃'],"['ə', 'n', 'E']","['ə', 'n', 'iʁ']","['ə', 'n']","['ə', 'n']",['jɛ̃dʁijɔ̃'],"['ɛ̃s', 'jɔ̃']",['jɛ̃dʁE'],"['ə', 'n', 'e']",['ɛ̃m'],"['ə', 'n', 'e']","['ə', 'n', 'je']","['ə', 'n']","['ə', 'nɑ̃']","['ə', 'n']",['ɛ̃s'],['jɛ̃dʁE'],['jɛn'],['jɛn'],"['syʁv', 'y']"
survivre,"['iv', 'ɔ̃']","['iv', 'ɔ̃']",['i'],"['iv', 'jɔ̃']",['ivʁE'],['iv'],['Ekyt'],['Eky'],"['Ekys', 'je']",['ivʁije'],['ivʁE'],['Ekys'],"['ivʁ', 'ɔ̃']",['ivʁa'],['Ekys'],['iv'],['Eky'],['i'],"['iv', 'jɔ̃']",['Eky'],"['iv', 'E']","['iv', 'E']","['Eky', 'ʁ']",['iv'],['i'],"['iv', 'E']",['Eky'],"['ivʁ', 'ɔ̃']",['ivʁE'],"['ivʁ', 'e']",['ivʁa'],"['iv', 'je']",['i'],"['iv', 'E']",['ivʁ'],['Eky'],['Eky'],['ivʁijɔ̃'],"['Ekys', 'jɔ̃']",['ivʁE'],"['iv', 'e']",['Ekym'],"['iv', 'e']","['iv', 'je']",['Eky'],['ivɑ̃'],['Eky'],['Ekys'],['ivʁE'],['iv'],['iv'],['syʁv']
survoler,"['O', 'ɔ̃']","['O', 'ɔ̃']",['ɔ'],"['O', 'jɔ̃']","['ɔ', 'əʁE']",['ɔ'],"['O', 'at']","['O', 'a']","['O', 'asje']","['ɔ', 'əʁje']","['ɔ', 'əʁE']","['O', 'as']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁa']","['O', 'as']",['ɔ'],"['O', 'a']",['ɔ'],"['O', 'jɔ̃']","['O', 'E']","['O', 'E']","['O', 'E']","['O', 'Eʁ']",['ɔ'],['ɔ'],"['O', 'E']","['O', 'a']","['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['ɔ', 'əʁ', 'e']","['ɔ', 'əʁa']","['O', 'je']",['ɔ'],"['O', 'E']","['O', 'e']","['O', 'e']","['O', 'e']","['ɔ', 'əʁjɔ̃']","['O', 'asjɔ̃']","['ɔ', 'əʁE']","['O', 'e']","['O', 'am']","['O', 'e']","['O', 'je']","['O', 'e']","['O', 'ɑ̃']","['O', 'e']","['O', 'as']","['ɔ', 'əʁE']",['ɔ'],['ɔ'],"['syʁv', 'l']"
surélever,"['ə', 'ɔ̃']","['ə', 'ɔ̃']",['ɛ'],"['ə', 'jɔ̃']","['ɛ', 'əʁE']",['ɛ'],"['ə', 'at']","['ə', 'a']","['ə', 'asje']","['ɛ', 'əʁje']","['ɛ', 'əʁE']","['ə', 'as']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁa']","['ə', 'as']",['ɛ'],"['ə', 'a']",['ɛ'],"['ə', 'jɔ̃']","['ə', 'E']","['ə', 'E']","['ə', 'E']","['ə', 'Eʁ']",['ɛ'],['ɛ'],"['ə', 'E']","['ə', 'a']","['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ɛ', 'əʁ', 'e']","['ɛ', 'əʁa']","['ə', 'je']",['ɛ'],"['ə', 'E']","['ə', 'e']","['ə', 'e']","['ə', 'e']","['ɛ', 'əʁjɔ̃']","['ə', 'asjɔ̃']","['ɛ', 'əʁE']","['ə', 'e']","['ə', 'am']","['ə', 'e']","['ə', 'je']","['ə', 'e']","['ə', 'ɑ̃']","['ə', 'e']","['ə', 'as']","['ɛ', 'əʁE']",['ɛ'],['ɛ'],"['suʁEl', 'v']"
susciter,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['sysit']
suspecter,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['syspEkt']
suspendre,"['d', 'ɔ̃']","['d', 'ɔ̃']",[''],"['d', 'jɔ̃']",['dʁE'],['d'],"['d', 'it']","['d', 'i']","['d', 'isje']","['dʁi', 'je']",['dʁE'],"['d', 'is']","['dʁ', 'ɔ̃']",['dʁa'],"['d', 'is']",['d'],"['d', 'i']",[''],"['d', 'jɔ̃']","['d', 'i']","['d', 'E']","['d', 'E']","['d', 'iʁ']",['d'],[''],"['d', 'E']","['d', 'i']","['dʁ', 'ɔ̃']",['dʁE'],['dʁe'],['dʁa'],"['d', 'je']",[''],"['d', 'E']",['dʁ'],['d'],['d'],"['dʁi', 'jɔ̃']","['d', 'isjɔ̃']",['dʁE'],"['d', 'e']","['d', 'im']","['d', 'e']","['d', 'je']",['d'],['dɑ̃'],['d'],"['d', 'is']",['dʁE'],['d'],['d'],"['syspɑ̃', 'y']"
sustenter,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['systɑ̃t']
susurrer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],['sysyʁ']
